"yhat"
2.99346988938765
2.98982205035605
2.98441671576907
3.02409549407516
3.07721790494804
3.10469847817291
3.14061887404779
3.18406094315677
3.00432681249784
3.0742022390973
3.02342633221233
3.01464579208111
3.01978368275957
3.04972623119409
