2.2141038460054823e+01,1.8320756569775440e+01,2.5489724345651947e+01,3.1301943769637479e+01,5.7232570588391724e+01,4.8221304895660452e+01,2.4772298837773601e+01,2.4518957724708667e+01,2.0241027825074173e+01,2.1110685368485861e+01,3.3217563866952069e+01,5.6480310252495840e+01,4.3696495763446904e+01,2.7655402814679078e+01,1.9002733014955218e+01
1.3165062063463704e+01,1.5323348014389111e+01,1.5641646580207292e+01,1.9590842716507357e+01,3.2776902160016725e+01,2.6132219497658333e+01,1.6353435992604197e+01,1.4159412484341917e+01,1.5272069071943337e+01,1.3650084325313452e+01,1.9916602164686012e+01,3.2437336827894036e+01,2.1257748490065680e+01,1.6310693578673899e+01,1.2185303267504278e+01
1.4099176580749754e+01,1.2492268663366007e+01,1.6789950694863517e+01,2.3365075246391090e+01,4.6023772305377271e+01,3.6461361928536931e+01,1.7105587322110043e+01,1.5488170872527677e+01,1.3961386392273345e+01,1.3774710473560832e+01,2.6071279620043068e+01,4.6645570162752222e+01,3.2160741341482769e+01,1.9971048225721898e+01,1.1901518933674911e+01
1.4471847582610078e+01,1.5148076614188350e+01,1.7249923950509039e+01,2.2838569351974844e+01,4.1576444160154821e+01,3.2914335681049089e+01,1.7885717684747988e+01,1.5701280643800965e+01,1.5790561023798322e+01,1.4650269653668383e+01,2.4353749882306857e+01,4.1719898680533120e+01,2.7869782963090131e+01,1.9212190294193693e+01,1.2867302912192395e+01
1.3570978305048074e+01,1.3370638043999618e+01,1.6246220872729570e+01,2.2354653175727300e+01,4.2612559782529196e+01,3.3494416455284053e+01,1.6821449228079615e+01,1.4786677536478468e+01,1.4359718385428192e+01,1.3575378550331303e+01,2.4494284675067291e+01,4.3099959353837953e+01,2.8825828628974726e+01,1.8864915440308195e+01,1.1773526488418801e+01
1.2095766661630437e+01,1.2457943510918501e+01,1.4556905347334903e+01,2.0165274070842358e+01,3.8193283769063093e+01,2.9775614674840675e+01,1.5229453907405517e+01,1.3126346950438315e+01,1.3211349011689027e+01,1.2238415265470092e+01,2.2034121788334957e+01,3.8681149692420114e+01,2.5310180178202607e+01,1.6886912462010791e+01,1.0588301121145841e+01
1.4803224482439383e+01,1.8173715377802814e+01,1.7610389470983495e+01,2.1674432526648093e+01,3.4889615996142432e+01,2.7764576944805697e+01,1.8556248521358107e+01,1.5840070640286511e+01,1.7780759648469292e+01,1.5560434619878931e+01,2.1583912305102785e+01,3.4343642653256168e+01,2.1993545642810464e+01,1.7898959742727431e+01,1.3953440201147586e+01
1.3360888913487969e+01,1.7846501201950755e+01,1.6616058622181040e+01,2.3794473026635384e+01,4.2896033386475771e+01,3.1730390319241689e+01,1.8515293224287671e+01,1.4103372211658261e+01,1.7667405833778442e+01,1.4554953041173073e+01,2.5419911061536155e+01,4.3739607032741880e+01,2.4591333977290159e+01,1.8983446527520336e+01,1.2443916179466546e+01
6.8379004209135958e+00,8.8915623748556953e+00,8.1534616115906289e+00,9.8745732130335906e+00,1.5229773062373866e+01,1.2066743484491633e+01,8.6754440392615884e+00,7.2733644466348499e+00,8.5406278726194138e+00,7.3011094814107507e+00,9.6170558460956688e+00,1.4907509518488219e+01,9.2330047871087206e+00,8.0716405912578910e+00,6.5724578616713005e+00
1.5306916212552633e+01,1.6002939963682557e+01,1.7861907523267856e+01,2.1503737833700782e+01,3.5984536546957372e+01,2.9749138453265509e+01,1.8072864480187437e+01,1.6647434329360468e+01,1.6305698699276647e+01,1.5387353414087773e+01,2.1775044319262069e+01,3.5255064949558644e+01,2.5247794278562083e+01,1.8377576636841347e+01,1.3902930653118981e+01
1.6292718518299942e+01,1.6732618122107493e+01,1.9152722035655017e+01,2.4026915203593635e+01,4.2024773442761557e+01,3.4146463311790079e+01,1.9507627452756282e+01,1.7730640191605353e+01,1.7309690673872176e+01,1.6350853134099545e+01,2.4978162266917682e+01,4.1641650696325016e+01,2.9128388849760334e+01,2.0454418778132133e+01,1.4602999643475007e+01
1.1603600444873560e+01,1.5362767125445282e+01,1.3986993388266038e+01,1.7657047294995635e+01,2.8302156141576646e+01,2.1928819671409766e+01,1.5088010994235056e+01,1.2304441470331694e+01,1.4814517010210533e+01,1.2490411650027998e+01,1.7592965408240598e+01,2.8041224308144439e+01,1.6723375077768711e+01,1.4305297974577385e+01,1.1113844312324993e+01
1.3494405013114770e+01,1.6169658745081392e+01,1.6259688679394717e+01,2.1405796284187524e+01,3.7157164121208986e+01,2.8863417197041880e+01,1.7319027481964472e+01,1.4452090635074553e+01,1.6168733578902248e+01,1.4154067095653431e+01,2.2270894539938670e+01,3.7226929041525281e+01,2.3257993800147890e+01,1.7602101135231685e+01,1.2445665980053745e+01
1.3122480789038709e+01,1.7316668176025164e+01,1.5854216410443591e+01,2.0251709549754430e+01,3.2916704132839065e+01,2.5399219388670993e+01,1.7135725595146621e+01,1.3916179725328044e+01,1.6754709124591759e+01,1.4122807791815834e+01,2.0338901140550124e+01,3.2718666047117424e+01,1.9448334013914053e+01,1.6396788383726591e+01,1.2524010378926981e+01
1.1414287899434594e+01,1.2188838421491646e+01,1.3825507567852384e+01,1.9411752254736552e+01,3.6785468958446096e+01,2.8399850300799748e+01,1.4620853865035359e+01,1.2341662886394047e+01,1.2824627967662543e+01,1.1667355083172469e+01,2.1240494793196948e+01,3.7351807792407911e+01,2.3883253147384014e+01,1.6133110253523316e+01,1.0046158197919235e+01
1.1799870638710594e+01,1.5767452030442328e+01,1.5103150809288973e+01,2.3987105650075058e+01,4.6853888349585766e+01,3.3713961362987376e+01,1.7294289852527012e+01,1.2412039151189632e+01,1.6036198873933479e+01,1.2972060968995441e+01,2.6919096700278669e+01,4.8587161686546345e+01,2.6480642527256098e+01,1.8946105704203610e+01,1.0658041262168714e+01
1.6404350660206891e+01,2.0816037563719757e+01,2.0018920047627965e+01,2.7152505802728861e+01,4.7482197008775380e+01,3.6098654953102454e+01,2.1755444326767652e+01,1.7446074811431870e+01,2.0628753110601409e+01,1.7527768976221903e+01,2.8432061608148825e+01,4.7886039604243621e+01,2.8440421390917599e+01,2.2004840129350406e+01,1.5263378004451292e+01
